TransactionID,Product
860,Juice
860,Cheese
860,Bread
860,Milk
861,Milk
861,Juice
861,Cereal
861,Butter
862,Cheese
863,Juice
863,Cheese
863,Milk
864,Bread
864,Cereal
864,Eggs
865,Juice
865,Milk
865,Eggs
866,Milk
866,Juice
867,Cereal
868,Cereal
869,Butter
869,Milk
870,Bread
871,Butter
871,Cheese
871,Milk
871,Eggs
872,Milk
872,Eggs
872,Butter
873,Bread
874,Cheese
874,Juice
874,Bread
874,Cereal
875,Eggs
875,Bread
875,Cereal
876,Juice
876,Cereal
876,Bread
877,Eggs
878,Cheese
879,Bread
879,Milk
880,Eggs
881,Butter
881,Eggs
881,Milk
882,Bread
882,Butter
882,Juice
882,Cheese
883,Juice
883,Butter
883,Cereal
884,Cheese
884,Cereal
884,Bread
885,Juice
885,Milk
885,Eggs
885,Cheese
886,Cereal
886,Cheese
886,Eggs
887,Juice
887,Eggs
888,Milk
888,Cereal
888,Cheese
888,Bread
889,Cheese
889,Juice
889,Cereal
889,Bread
890,Juice
890,Eggs
890,Cheese
890,Cereal
891,Cereal
891,Bread
891,Eggs
892,Butter
892,Eggs
892,Cheese
893,Juice
893,Cheese
893,Milk
893,Butter
894,Bread
894,Cheese
895,Milk
895,Cheese
895,Eggs
895,Butter
896,Eggs
896,Cheese
896,Butter
897,Eggs
897,Juice
898,Juice
898,Eggs
899,Cheese
899,Milk
900,Butter
901,Cheese
901,Cereal
901,Milk
901,Bread
902,Juice
902,Butter
902,Milk
903,Cereal
904,Cereal
905,Butter
906,Cheese
906,Milk
906,Bread
907,Milk
907,Eggs
907,Butter
908,Milk
909,Bread
909,Eggs
909,Cheese
910,Butter
910,Bread
911,Eggs
911,Cereal
912,Eggs
913,Juice
914,Bread
914,Butter
915,Cereal
915,Juice
915,Milk
916,Butter
916,Cereal
917,Milk
917,Cheese
918,Bread
918,Cereal
918,Butter
918,Eggs
919,Bread
919,Cheese
919,Milk
920,Milk
920,Cheese
920,Bread
921,Cereal
921,Bread
921,Butter
921,Eggs
922,Milk
923,Milk
923,Bread
924,Eggs
924,Juice
924,Milk
924,Bread
925,Bread
925,Butter
925,Milk
926,Cereal
927,Milk
928,Milk
929,Butter
930,Milk
930,Butter
930,Eggs
930,Juice
931,Juice
931,Eggs
932,Cheese
932,Milk
932,Butter
932,Cereal
933,Bread
933,Cereal
933,Eggs
933,Cheese
934,Cheese
934,Butter
934,Milk
934,Bread
935,Butter
935,Milk
936,Cereal
937,Cereal
938,Eggs
938,Cheese
938,Bread
939,Eggs
939,Cereal
939,Butter
939,Cheese
940,Eggs
940,Butter
941,Cereal
941,Milk
941,Butter
941,Cheese
942,Juice
943,Eggs
943,Cereal
944,Cheese
944,Butter
944,Juice
945,Bread
945,Juice
946,Cheese
946,Juice
946,Eggs
946,Milk
947,Juice
947,Milk
948,Eggs
948,Bread
948,Milk
948,Cheese
949,Eggs
949,Bread
949,Cereal
950,Cheese
951,Butter
951,Juice
951,Milk
951,Eggs
952,Milk
952,Bread
952,Butter
952,Eggs
953,Cheese
953,Juice
953,Bread
954,Cereal
954,Bread
954,Juice
954,Milk
955,Juice
955,Eggs
955,Cheese
956,Butter
956,Juice
957,Milk
957,Bread
958,Milk
959,Cheese
959,Eggs
959,Bread
960,Juice
961,Eggs
961,Cereal
961,Juice
961,Milk
962,Cheese
962,Milk
963,Bread
963,Butter
963,Juice
963,Cereal
964,Milk
964,Juice
964,Cereal
965,Cereal
965,Bread
966,Cereal
967,Bread
967,Juice
968,Milk
968,Butter
968,Eggs
968,Juice
969,Butter
969,Juice
969,Cheese
970,Cereal
970,Cheese
970,Butter
971,Eggs
971,Cheese
971,Milk
971,Juice
972,Cheese
973,Butter
973,Cheese
973,Juice
973,Eggs
974,Eggs
974,Juice
974,Bread
974,Butter
975,Butter
975,Eggs
975,Cheese
976,Cereal
976,Eggs
976,Cheese
976,Juice
977,Cheese
978,Juice
978,Milk
978,Cheese
978,Bread
979,Juice
979,Eggs
980,Milk
980,Eggs
980,Butter
980,Cereal
981,Cheese
981,Eggs
981,Juice
981,Milk
982,Bread
982,Eggs
982,Juice
983,Cereal
983,Juice
983,Milk
983,Cheese
984,Cereal
984,Bread
984,Juice
984,Milk
985,Bread
985,Eggs
985,Milk
986,Eggs
986,Bread
986,Juice
987,Juice
987,Cereal
987,Eggs
988,Bread
988,Cheese
988,Butter
989,Juice
989,Cheese
989,Cereal
990,Bread
990,Juice
990,Milk
991,Eggs
992,Cereal
992,Bread
992,Eggs
993,Butter
993,Cheese
993,Bread
994,Cereal
994,Bread
994,Cheese
994,Milk
995,Eggs
996,Bread
996,Juice
997,Bread
997,Eggs
997,Cheese
998,Butter
998,Milk
998,Cheese
998,Bread
999,Cereal
999,Eggs
999,Bread
1000,Butter
1000,Milk
1000,Eggs
1000,Bread
